name,address,phone,email,lat,lng,url,rating_count,star_count,country,state,w,zip,facebook_link,instagram_link,twitter_link,whatsapp_link,tiktok_link,linkedin_link,youtube_link,primary_category_name,category_name,detailed_state,detailed_district
gopala krishna rice mill,"gandi center, near bandipalem, Jaggaiahpet, Andhra Pradesh 521178, India",,,16.8218012,80.1872471,https://gopalakrishnaricemill.business.site/?utm_source=gmb&utm_medium=referral,1.0,5.0,India,Andhra Pradesh,Jaggayyapeta,521178,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Sri lakshmi venkat krishna rice mill,"VJWV+XJW, Cheemalapadu, Andhra Pradesh 521215, India",,,16.8973989,80.6430552,,4.0,5.0,India,Andhra Pradesh,,521215,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Sri Rama Krishna Modern Rice Mill,"H9M6+8WH, Akividu, Andhra Pradesh 534235, India",,,16.5833048,81.3623502,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
SRI GOPALKRISHNA MILLTEC RICE MILL,"Q7RF+Q33, Anasagaram, Andhra Pradesh 521185, India",,,16.7918923,80.2726632,,0.0,0.0,India,Andhra Pradesh,,521185,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
SRI RAMA RATNA RICE MILL,"2-29, Kothapalli, Andhra Pradesh 521329, India",+91 96663 59499,,16.4105598,81.1883965,,0.0,0.0,India,Andhra Pradesh,,521329,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sree Krishnakanth Enterprises Rice Mill,"1/8A, Garikaparru Rd, Yakamuru, Andhra Pradesh 521165, India",,,16.3592713,80.8375877,,0.0,0.0,India,Andhra Pradesh,,521165,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
SRI VENKATA SAI KRISHNA RICE MILL PUTTAGUNTA,"GX85+4Q5, Puttagunta, Andhra Pradesh 521106, India",,,16.515274,80.9594854,,1.0,4.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Sri Raghava Rice Mill,"Magallu - Somavaram Road Magallu, Village, Nandigama, Andhra Pradesh 521185, India",,,16.8159084,80.335589,,0.0,0.0,India,Andhra Pradesh,,521185,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Venkataswara Rice Mill,"MR22+JP3, Brahmayyalingam cheruvu, Narasingapalem, Andhra Pradesh 521211, India",+91 99853 81418,,16.6515104,80.8017877,,0.0,0.0,India,Andhra Pradesh,,521211,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
SRI SIVA SAI RICE AND FLOOR MILL,"QP74+62F, Chandrala, Andhra Pradesh 521230, India",,,16.7630735,80.7050625,,0.0,0.0,India,Andhra Pradesh,,521230,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
SRI VIJAYAKRISHNA TRADERS,"G39H+23, Polukonda, Andhra Pradesh 521327, India",,,16.51757,81.077667,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Sri sai Durga Rice Mill,"JR2G+V7Q, opposite APIIC, Veerapanenigudem, Andhra Pradesh 521286, India",+91 93993 96999,,16.6022013,80.8257448,,2.0,5.0,India,Andhra Pradesh,Gannavaram,521286,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
SRI SEETARAMA RICE MILL KOTTAPALLI,"PW7M+2RR, Bapulapadu, Andhra Pradesh 521111, India",,,16.7126023,80.9345029,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Rice Mill,"HW3F+HG7, Venkatapuram, Chirivada, Andhra Pradesh 521109, India",,,16.5541834,80.9249771,,0.0,0.0,India,Andhra Pradesh,,521109,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Rayudugari Rice mill,"big rice, Back side to balaji hotel poranki, C/o, Mill St, Poranki, Penamaluru, Andhra Pradesh 521137, India",+91 94904 14752,,16.4620662,80.717834,https://rayudugaru-rice-mill.business.site/,6.0,4.8,India,Andhra Pradesh,,521137,,,,,,,,Rice mills,"Rice mills,Rice shops,Rice wholesalers",Andhra Pradesh,Krishna
Prodduturu Rice Mill,"Prodduturu, Andhra Pradesh 521151, India",,,16.4074995,80.7736774,,4.0,5.0,India,Andhra Pradesh,,521151,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Sai Ganesh rice mill,"CMJ2+RMV, Chirravuru, Andhra Pradesh 522303, India",,,16.4321182,80.6516771,,1.0,5.0,India,Andhra Pradesh,Guntur,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Guntur
Sri vijaya lakshmi modern rice mill,"G38H+CGM, Rudrapaka Rd, Polukonda, Andhra Pradesh 521327, India",,,16.516095,81.0788045,,2.0,5.0,India,Andhra Pradesh,,521327,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
rice mill,"Main road, Lingareddy Palem, Andhra Pradesh 521328, India",+91 90100 63987,,15.9881142,81.0013027,https://website-197076240469270309081-ricemill.business.site/?utm_source=gmb&utm_medium=referral,1.0,5.0,India,Andhra Pradesh,,521328,,,,,,,,Rice mills,"Rice mills,Corporate offices,Corporate campus",Andhra Pradesh,Krishna
BS Agros,"141/3 Taraka Rama street, Shanthi nagar, Kondapalli, Andhra Pradesh 521228, India",+91 84650 01822,,16.6344973,80.5574235,https://website--6846583953361738563100-ricemill.business.site/?utm_source=gmb&utm_medium=referral,1.0,4.0,India,Andhra Pradesh,,521228,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
"Rice mill , Veldipadu","GV34+834, Amudalapally, Andhra Pradesh 521312, India",,,16.5032555,80.8552011,,1.0,5.0,India,Andhra Pradesh,,521312,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Tapaswi Rice Mill,"NTR District, chandragudem village, Mylavaram, vijayawada, Andhra Pradesh 521230, India",,,16.7878274,80.6345895,,2.0,2.5,India,Andhra Pradesh,,521230,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Sri Venkateswara Rice Mill,"Yanamadaya Main St, Yanamadala, Andhra Pradesh 521230, India",,,16.7864564,80.801155,,0.0,0.0,India,Andhra Pradesh,,521230,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Rice mill Edara,"PQF2+XWP, Post, Edara, Agiripalli, Andhra Pradesh 521211, India",,,16.7249526,80.7523414,,3.0,4.7,India,Andhra Pradesh,,521211,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri Vekateswara Rice Mill,"9582+79X, Chennuru, Andhra Pradesh 521366, India",,,16.3657354,81.1509753,,4.0,5.0,India,Andhra Pradesh,Pedana,521366,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Sri Padmavathi Srinivasa Parboiled Rice Mill,"W3W6+QFP, Garikapadu, Andhra Pradesh 521175, India",,,16.9469532,80.0611966,,0.0,0.0,India,Andhra Pradesh,Jaggayyapeta,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Sri venkata lakshmi durga rice mill,"HP2H+FF8, Railway Station Road, Mustabada, Andhra Pradesh 521107, India",,,16.5511591,80.7287167,,0.0,0.0,India,Andhra Pradesh,Gannavaram,521107,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Rice mill,"QG58+FX4, Gudem Madhavaram, Andhra Pradesh 521229, India",,,16.7586449,80.5174398,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
SRI SAI DURGA RICE MILL ARUGOLANU,"HX95+R8W, Arugolanu, Andhra Pradesh 521106, India",,,16.5696227,80.9583374,,0.0,0.0,India,Andhra Pradesh,,521106,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Bhavani Rice Mill ARUGOLANU,"1/5, main road, Arugolanu, Andhra Pradesh 521106, India",,,16.5687581,80.9587455,,0.0,0.0,India,Andhra Pradesh,,521106,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Sri Lakshmi Modern Rice Mill,"Salipeta Rd, Poranki Rural, Andhra Pradesh 521137, India",,,16.475874,80.7212298,,4.0,4.0,India,Andhra Pradesh,,521137,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Sapthagiri rice mill,"HR4W+J8P, Peda Avutapalli, Andhra Pradesh 521286, India",,,16.5565851,80.8458349,,1.0,5.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Sri Kranthi Prasanna Rice Mill,"NEAR, MAIN ROAD, Jevanu nager, Vellaturu, Andhra Pradesh 522129, India",,,16.6868653,80.6438556,https://sri-kranthi-prasanna-rice-mill.business.site/?utm_source=gmb&utm_medium=referral,3.0,4.7,India,Andhra Pradesh,,522129,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Sri Sai Balaji Ricemill,"Veravalli, road, Mallavalli, Andhra Pradesh 521111, India",,,16.6679195,80.8889989,,0.0,0.0,India,Andhra Pradesh,,521111,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Usha Srinivasa Traders,"Vuyyuru Rd, Unguturu, Andhra Pradesh 521312, India",+91 88858 88884,,16.5098194,80.8921535,,0.0,0.0,India,Andhra Pradesh,,521312,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Kotha edara,"PQH5+35Q, Kotha Edara, Andhra Pradesh 521211, India",,,16.7277108,80.7579768,,1.0,5.0,India,Andhra Pradesh,,521211,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
RAJYA LAKSHMI TRADERS PERIKEEDU( LEASED),"JXFF+M38, Appanaveedu, Andhra Pradesh 521110, India",,,16.6241635,80.9727096,,0.0,0.0,India,Andhra Pradesh,,521110,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
RadhaKrishna RiceMill,"Radhakrishna Rice Mill,1-40-1, Pedaprolu, Mopidevi Mandalam, Andhra Pradesh 521125, India",,,16.0861697,80.9186609,,0.0,0.0,India,Andhra Pradesh,,521125,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Gopala Krishna Rice Mill Pamarru,"8XG7+MV6, Pamarru, Andhra Pradesh 521157, India",,,16.3266706,80.9646457,,0.0,0.0,India,Andhra Pradesh,,521157,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Gopala krishna rice mill,"R9H8+HCF, Damuluru, Andhra Pradesh 521170, India",,,16.8289256,80.3660494,,3.0,5.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
nagarjuna Rice Mill 75 Tyallur,"75-Tyallur, Andhra Pradesh 522436, India",,,16.5120736,80.2873438,https://nagarjunaricemill.business.site/,0.0,0.0,India,Andhra Pradesh,,522436,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Palnadu
Rice mill,"97HQ+PMW, NH216, Cherkumilli, Andhra Pradesh 521324, India",,,16.3793738,81.2891893,,0.0,0.0,India,Andhra Pradesh,,521324,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Ventrapragada. Krishna,"6RXM+8PW, near water tank, Inapuru, Andhra Pradesh 521247, India",,,16.2483569,80.8343362,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Srinivasa traders - rice mill,"5-61, Ramalaya street, beside NH65, Gandigunta, Vuyyuru, Andhra Pradesh 521165, India",,,16.374919,80.8341146,,1.0,4.0,India,Andhra Pradesh,,521165,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Rice mill,"WQPP+G87, Unnamed Road, Vissannapetaa, Andhra Pradesh 521215, India",,,16.9362786,80.7858067,,0.0,0.0,India,Andhra Pradesh,,521215,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
"Rice Mill, Kolavennu.","CQMX+6HR, Kolavennu, Andhra Pradesh 521153, India",,,16.4331136,80.7988916,,0.0,0.0,India,Andhra Pradesh,,521153,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Srinivasa rice mill(gogunta),"H2M4+MGC, Yesu Kreesthu Prardhana Mandir Road, Gogunta, Post, Ramannagudem, Andhra Pradesh 534437, India",,,16.5830338,81.0064588,,0.0,0.0,India,Andhra Pradesh,,534437,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Rice mill,"PMG4+3GR, Nandigama, Andhra Pradesh 521230, India",,,16.7252403,80.6562753,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Sri Lakshmi Rice Mill,"Main Rd, beside Phaniveer Weigh Bridge, Ramanakkapeta, Andhra Pradesh 521213, India",,,16.8793081,80.8709822,,0.0,0.0,India,Andhra Pradesh,,521213,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri jaya lakshmi rice & floor mill,"GRH7+4JQ, SH 298, Buddavaram, Andhra Pradesh 521101, India",,,16.5278366,80.8141241,,0.0,0.0,India,Andhra Pradesh,Gannavaram,521101,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Sri Vijaya Lakshmi Rice And Flore Mill,"RV5C+3HF, Pothireddy Pally, Andhra Pradesh 521201, India",,,16.8076848,80.8714154,,0.0,0.0,India,Andhra Pradesh,,521201,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Rice Mill,"3JHF+V5W, NH 30, Laxmipuram, Andhra Pradesh 521235, India",,,17.0797356,80.6229517,,1.0,1.0,India,Andhra Pradesh,,521235,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
RAMANJANEYA RICE MILL KAKULAPADU,"HXWF+8C6, Unnamed Road, Kakulapadu, Andhra Pradesh 521106, India",,,16.5957945,80.9735116,,1.0,5.0,India,Andhra Pradesh,,521106,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Venkata Narasimha Ram Sai Rice Mill,"3P67+CP, Vemireddipalle, Andhra Pradesh 521215, India",,,17.0610435,80.7142032,,0.0,0.0,India,Andhra Pradesh,,521215,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Rice Mill,"VP7J+62J, indira gandhi bomma center, Reddigudem, Andhra Pradesh 521215, India",,,16.8630881,80.7300261,,1.0,5.0,India,Andhra Pradesh,,521215,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Naadeepamu Rice Mill,"JWMP+JV6, Veleru, Andhra Pradesh 521110, India",,,16.6340415,80.9371439,,3.0,4.0,India,Andhra Pradesh,,521110,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Naidu rice mill,"9Q2H+WMH, Thotlavalluru, South Valluru, Andhra Pradesh 521163, India",,,16.3523128,80.7792313,,3.0,4.3,India,Andhra Pradesh,,521163,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Rice Mill,"XW59+8M9, Marlapalem, Andhra Pradesh 521214, India",,,16.9582784,80.9192213,,0.0,0.0,India,Andhra Pradesh,,521214,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri Venkateswara Rice Mill Mellempudi,"Mellempudi, Andhra Pradesh 522305, India",+91 78931 42713,,16.4270349,80.6246596,,6.0,4.5,India,Andhra Pradesh,Guntur,522305,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Guntur
Narshimaraopalem Rice mill,"2RCG+2J8, Narasimharao Palem - Chatrai Rd, C Gudipadu, Andhra Pradesh 521214, India",,,17.0200439,80.8265743,,0.0,0.0,India,Andhra Pradesh,,521214,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Veeranjaneya Rice Mill,"9MF4+887, Main Rd, Andhra Pradesh 522305, India",,,16.3732893,80.6557919,,0.0,0.0,India,Andhra Pradesh,Guntur,522305,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Guntur
M/s Venkateswara Raw & Parboiled Rice Mill,"Keerthirayanigudem, Andhra Pradesh 521230, India",,,16.7623681,80.6857007,,0.0,0.0,India,Andhra Pradesh,,521230,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
"Hanuman Traders, Kakulapadu","K Seetharamapuram Rd, Bapulapadu Mandal, Andhra Pradesh 521105, India",+91 98484 86721,,16.6175782,80.9661173,,1.0,5.0,India,Andhra Pradesh,,521105,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Rice mill,"VH3F+MQR, Morusumalli, Andhra Pradesh 521215, India",,,16.8542331,80.5743923,,0.0,0.0,India,Andhra Pradesh,,521215,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Sri seetha mahalakshmi modern rice mill &weigh bridge,"533R+F5, Rudravaram, Andhra Pradesh 521001, India",,,16.154455,81.0904238,,0.0,0.0,India,Andhra Pradesh,,521001,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
RICE MILL,"XW56+GM7, Tummagudem Rd, Andhra Pradesh 521214, India",,,16.9587838,80.9116873,,0.0,0.0,India,Andhra Pradesh,,521214,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Anjaneya Rice Mill,"PQMC+F22, Hanuman Nagar, Andhra Pradesh 521211, India",,,16.7336459,80.7700084,,0.0,0.0,India,Andhra Pradesh,,521211,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Rice mill,"XGWC+FJC, Main road, Kanumuru, Gampalagudem, Andhra Pradesh 521403, India",,,16.9961994,80.5215111,https://website--303816791834594775025-ricemill.business.site/?utm_source=gmb&utm_medium=referral,0.0,0.0,India,Andhra Pradesh,,521403,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Sivarao Ramisetty Rice Mills,"W53H+XVQ, Bhimavaram, Andhra Pradesh 521190, India",,,16.9049626,80.1797311,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Gowthami Raw & par bailed rice mill,"C546+F67, Urivi, Andhra Pradesh 521329, India",,,16.4061722,81.1605559,,1.0,5.0,India,Andhra Pradesh,Pedana,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Rice mill,"XX76+58, Yadavalli, Andhra Pradesh 534461, India",,,16.9628993,80.9607917,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Rice Mill,"9MF4+887, Main Rd, Andhra Pradesh 522305, India",,,16.3732893,80.6557919,,0.0,0.0,India,Andhra Pradesh,Guntur,522305,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Guntur
LAKSHMI SRINIVASA PAR BOILED RICE MILL-KORUKOLLU,"CVVJ+469, Gudivada Rd, Korukollu, Kalavapamula, Andhra Pradesh 521343, India",,,16.4427927,80.8806163,,0.0,0.0,India,Andhra Pradesh,,521343,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Rice mill,"J23J+WQ, Sakalakothapalle, Andhra Pradesh 534437, India",,,16.6047953,81.0319399,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Rice Mill,"MJ79+MMM, Haveli Mutyalampadu, Andhra Pradesh 521230, India",,,16.6642079,80.6191849,,0.0,0.0,India,Andhra Pradesh,,521230,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Rice mill,"WPP3+G72, Repudi, Andhra Pradesh 521226, India",,,16.9359957,80.7030059,,0.0,0.0,India,Andhra Pradesh,,521226,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Rice mill,"5WQC+628, Kothapalli, Andhra Pradesh 521132, India",,,16.1880375,80.9200781,,0.0,0.0,India,Andhra Pradesh,,521132,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Rohni Ricemill,"2-9 MBT CENTETER, NH16, Enikepadu, Vijayawada, Andhra Pradesh 521108, India",,,16.5199201,80.6966471,,0.0,0.0,India,Andhra Pradesh,Vijayawada,521108,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
"Rice Mill, Punadipadu.","CQVF+P84, Kolavennu Vari St, Punadipadu, Andhra Pradesh 521151, India",,,16.4442703,80.7733143,,1.0,5.0,India,Andhra Pradesh,,521151,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Small rice mill,"Near substation, Vuyyuru, Mudunuru, Andhra Pradesh 521261, India",,,16.4077941,80.9003155,,5.0,4.8,India,Andhra Pradesh,,521261,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Rice mill,"PJ9M+47, Kuntamukkala, Andhra Pradesh 521229, India",,,16.7177992,80.6332245,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Vannu rice mill,"PJGF+VJ, Kuntamukkala, Andhra Pradesh 521229, India",,,16.7271847,80.6240726,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Rice mill,"2GXX+4QW, Gollagudem, Andhra Pradesh 521235, India",,,17.0478565,80.5494591,,0.0,0.0,India,Andhra Pradesh,,521235,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Akula prasad rice mill,"RPH9+RJQ, Burugugudem, Andhra Pradesh 521215, India",,,16.8288322,80.7179797,,0.0,0.0,India,Andhra Pradesh,,521215,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Sri venkatasai mini rice mill,"GCMC+MH8, Vaddamanu, Andhra Pradesh 522020, India",,,16.5341678,80.4214589,,1.0,3.0,India,Andhra Pradesh,Guntur,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Guntur
Sri Radha Krishna Raw and Boiled Rice Mill,"9-176, Venkatapuram, Andhra Pradesh 534004, India",,,16.6903996,81.120826,,9.0,3.9,India,Andhra Pradesh,Ellore,534004,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
VEERA ANJANEYA MODERN RICE MILL,"EMANI, near ANJANEYA SWAMY TEMPLE, Duggirala, Andhra Pradesh 522330, India",,,16.3185995,80.6533599,,10.0,5.0,India,Andhra Pradesh,Guntur,522330,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Guntur
D V R RICE MILL,"RM5H+H2W, Tholukodu, Andhra Pradesh 521215, India",,,16.8089754,80.6775771,,0.0,0.0,India,Andhra Pradesh,,521215,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Rice mill,"3WHR+9G, Endapalle, Andhra Pradesh 534460, India",,,17.0784921,80.9413202,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri DhanaLakshmi Rice Mill,"JR4F+FW3, Veerapanenigudem, Andhra Pradesh 521286, India",,,16.606138,80.8247847,,0.0,0.0,India,Andhra Pradesh,Gannavaram,521286,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Bodhanapali Rice Mill,"PQC2+VVQ, Edara, Andhra Pradesh 521211, India",,,16.7222095,80.7522452,,0.0,0.0,India,Andhra Pradesh,,521211,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Rice Mill Peda Komira,"XGF2+8H2, MDR30, Meduru, Andhra Pradesh 521403, India",,,16.973274,80.5013917,,0.0,0.0,India,Andhra Pradesh,,521403,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Rice mill,"WXJ9+7GG, Juvvachalakarayudupalem, Andhra Pradesh 534462, India",,,16.9307564,80.9687564,,0.0,0.0,India,Andhra Pradesh,,534462,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Big Rice mill,"CW34+X8H, Mudunuru, Andhra Pradesh 521261, India",,,16.4049316,80.9058709,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
SRI SAI SRINIVASA RICE MILL ( SUBRAHMANYA TRADERS),"RMPP+Q87, OBULAPURAM NEAR POWER STATION REDDIGUDEM MANDAL, Andhra Pradesh 521230, India",,,16.8369205,80.685791,,0.0,0.0,India,Andhra Pradesh,,521230,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
venkata siva sai rice mill,"Kavuluru Rd, Vijayawada, Kavuluru, Andhra Pradesh 521228, India",,,16.6287124,80.5806958,,0.0,0.0,India,Andhra Pradesh,,521228,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Sri Venkateswara Ricemill,"HPMH+M2R, Surampalli, Andhra Pradesh 521212, India",,,16.5842287,80.7275043,,3.0,5.0,India,Andhra Pradesh,Gannavaram,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Sita Rama Rice Mill,"XGF2+8GP, Meduru, Andhra Pradesh 521403, India",,,16.9733479,80.5013204,,0.0,0.0,India,Andhra Pradesh,,521403,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Rice Mill,"RWR8+FVM, Pedda Kamma Vari Palem, Andhra Pradesh 521120, India",,,15.8412021,80.9171606,,0.0,0.0,India,Andhra Pradesh,,521120,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Rice mill,"XG39+P7H, kothapalli, Peda Komira, Andhra Pradesh 533447, India",,,16.9543056,80.5182436,,1.0,4.0,India,Andhra Pradesh,,533447,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Kottur Rice Mill,"JH53+488, MDR141, Elaprolu, Gudurupadu, Andhra Pradesh 521241, India",,,16.607797,80.5533409,,1.0,5.0,India,Andhra Pradesh,,521241,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Rahmatullah Rice mill,"3V28+6H6, Turpupalem, Andhra Pradesh 522265, India",,,16.0505376,80.8663947,,0.0,0.0,India,Andhra Pradesh,Repalle,522265,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Bapatla
Sri Balaji Modern Rice Mill,"Eluru Rd, Lingapalem, Andhra Pradesh 534462, India",+91 94402 19312,,16.9458555,80.9931115,https://sri-balaji-modren-rice-mill.business.site/,1.0,5.0,India,Andhra Pradesh,,534462,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
rice mill center,"XV4C+MJV, Singupalem, Andhra Pradesh 522264, India",,,15.9567459,80.8716287,,0.0,0.0,India,Andhra Pradesh,Repalle,522264,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Bapatla
MPNR RICE MILL'S,"FHP9+3R5, Amaravathi Rd, Penumaka, Amaravathi, Amaravati, Andhra Pradesh 522501, India",,,16.4851434,80.5695997,,3.0,5.0,India,Andhra Pradesh,Guntur,522501,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Guntur
Rice mill,"RP53+W9X, Naguluru, Andhra Pradesh 521230, India",,,16.8098676,80.7034756,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
